minjoo,let it go,이디나 멘젤,쇼튠,2013,frozen,로버트 로페즈,디즈니,미국,영어,3:45
minjoo,가시,버즈,발라드,2005,effect,윤우현,,대한민국,한국어,3:58
minjoo,야생화,박효신,발라드,2014,,김지향,cj,대한민국,한국어,5:!2
minjoo,벚꽃 엔딩,버스커버스커,발라드,2012,,장범준,,대한민국,한국어,4:25
Moon,She,민경훈,발라드,2011,2집 소풍,김도훈,,대한민국,한국어,3:36
Moon,나를 좋아하지 않는 그대에게,박원,발라드,2015,Like a Wonder,박원,,대한민국,한국어,6:03
Moon,같은베개..,테이,발라드,2007,4집 애인,황세준,,대한민국,한국어,4:25
Moon,야생화,박효신,발라드,2014,야생화,박효신,,대한민국,한국어,5:12
Moon,짧은 한마디,민경훈,발라드,2011,2집 소풍,김세준,,대한민국,한국어,4:09
Moon,My love,Westlife,pop,2000,Coast to Coast,Jorgen Elofsson/Pelle Nylen/David Kreuger/Per Magnusson,Jorgen Elofsson/Pelle Nylen/David Kreuger/Per Magnusson,미국,영어,3:52
